	dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	orientation	distance	distanceClass	binStart	binEnd	ENFORMER_score
8022	Gasperini2019	chr6	27157290	27158523	HIST1H2BK|chr6:27125069-27126302:.	0.0198017489378315	chr6	27146797	27146798	HIST1H2BK	False	0.872477226727886	1.0	True	K562	Gasperini et al., 2019	False	False	11726	0	529	540	0.0857197
8025	Gasperini2019	chr6	27174607	27175435	HIST1H2BK|chr6:27142386-27143214:.	-0.016059060884002	chr6	27146797	27146798	HIST1H2BK	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	28638	0	665	672	0.1381087
8028	Gasperini2019	chr6	27188283	27189261	HIST1H2BK|chr6:27156062-27157040:.	-0.057176430475122	chr6	27146797	27146798	HIST1H2BK	False	0.95111305112947	1.0	True	K562	Gasperini et al., 2019	False	False	42464	0	772	780	0.059513945
8059	Gasperini2019	chr6	28940228	28941924	TRIM27|chr6:28908005-28909701:.	0.0135400505625427	chr6	28923988	28923989	TRIM27	False	0.797890064223208	0.95	True	K562	Gasperini et al., 2019	False	False	17936	0	574	589	0.25398412
8061	Gasperini2019	chr6	28952931	28954168	TRIM27|chr6:28920708-28921945:.	-0.0055951327650883	chr6	28923988	28923989	TRIM27	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	30180	0	674	684	0.22468615
8079	Gasperini2019	chr6	30097832	30098332	PPP1R11|chr6:30065609-30066109:.	-0.0314450392921362	chr6	30066709	30066710	PPP1R11	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	31623	0	691	696	0.0020694286
8092	Gasperini2019	chr6	30508916	30509644	GNL1|chr6:30476693-30477421:.	-0.0105256246109625	chr6	30557173	30557174	GNL1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	48257	0	70	77	0.1003958
8108	Gasperini2019	chr6	31490359	31490859	DDX39B|chr6:31458136-31458636:.	0.0248872728563179	chr6	31542447	31542448	DDX39B	False	0.990146207167519	0.95	True	K562	Gasperini et al., 2019	False	True	52088	0	41	45	0.008617979
8130	Gasperini2019	chr6	31821167	31822455	C6orf48|chr6:31788944-31790232:.	0.103393863266009	chr6	31834608	31834609	C6orf48	True	0.0057709248643812	1.0	True	K562	Gasperini et al., 2019	False	True	13441	0	342	354	0.014561406
8136	Gasperini2019	chr6	31821167	31822455	LSM2|chr6:31788944-31790232:.	-0.021159510367837	chr6	31806983	31806984	LSM2	False	0.92607925672491	1.0	True	K562	Gasperini et al., 2019	False	False	15472	0	558	569	0.2078559
8138	Gasperini2019	chr6	31821167	31822455	NEU1|chr6:31788944-31790232:.	0.016306150265436	chr6	31862905	31862906	NEU1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	41738	0	121	132	0.08298096
8143	Gasperini2019	chr6	31821167	31822455	VARS|chr6:31788944-31790232:.	-0.0066729556721578	chr6	31795952	31795953	VARS	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	26503	0	644	656	0.029488988
8144	Gasperini2019	chr6	32131463	32131963	AGPAT1|chr6:32099240-32099740:.	-0.0185153381442463	chr6	32178095	32178096	AGPAT1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	46632	0	83	88	0.006876451
8151	Gasperini2019	chr6	32131463	32131963	FKBPL|chr6:32099240-32099740:.	-0.094005047691278	chr6	32130290	32130291	FKBPL	True	1.01400695287827e-09	0.95	True	K562	Gasperini et al., 2019	True	False	1673	0	457	462	0.21913788
8156	Gasperini2019	chr6	32131463	32131963	RNF5|chr6:32099240-32099740:.	-0.0244237953115397	chr6	32178354	32178355	RNF5	False	0.798618748180251	1.0	True	K562	Gasperini et al., 2019	False	True	46891	0	81	86	0.014786767
8171	Gasperini2019	chr6	33380405	33381121	CUTA|chr6:33348182-33348898:.	-0.0578817892821607	chr6	33418316	33418317	CUTA	False	0.573790057135249	1.0	True	K562	Gasperini et al., 2019	False	True	37911	0	151	158	0.013997272
8192	Gasperini2019	chr6	34200575	34201075	HMGA1|chr6:34168352-34168852:.	0.0092129999324139	chr6	34236873	34236874	HMGA1	False	0.804562399322894	1.0	True	K562	Gasperini et al., 2019	False	True	36298	0	164	169	0.14413586
8196	Gasperini2019	chr6	34223553	34224454	HMGA1|chr6:34191330-34192231:.	-0.109032042011457	chr6	34236873	34236874	HMGA1	True	0.0011645103181991	0.95	True	K562	Gasperini et al., 2019	True	True	13320	0	343	351	0.22338362
8202	Gasperini2019	chr6	34276812	34277752	HMGA1|chr6:34244589-34245529:.	0.0264898800100644	chr6	34236873	34236874	HMGA1	False	0.966025015906043	1.0	True	K562	Gasperini et al., 2019	False	False	40879	0	760	768	0.07757603
8229	Gasperini2019	chr6	36848568	36849553	C6orf89|chr6:36816344-36817329:.	-0.0070893920790315	chr6	36871870	36871871	C6orf89	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	23302	0	265	274	0.007148103
8231	Gasperini2019	chr6	36848568	36849553	PPIL1|chr6:36816344-36817329:.	-0.018968147153676	chr6	36875023	36875024	PPIL1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	26455	0	241	250	0.123573355
8252	Gasperini2019	chr6	37155272	37155772	PIM1|chr6:37123048-37123548:.	0.0232663968778779	chr6	37170203	37170204	PIM1	False	0.944869186463014	1.0	True	K562	Gasperini et al., 2019	False	True	14931	0	331	336	0.38981357
8256	Gasperini2019	chr6	37175665	37178356	PIM1|chr6:37143441-37146132:.	-0.0286705506569724	chr6	37170203	37170204	PIM1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	8153	0	490	512	0.17026383
8258	Gasperini2019	chr6	37187145	37187645	PIM1|chr6:37154921-37155421:.	-0.0268450936050594	chr6	37170203	37170204	PIM1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	17442	0	580	585	0.08495824
8262	Gasperini2019	chr6	37191700	37192200	PIM1|chr6:37159476-37159976:.	0.0475324817215768	chr6	37170203	37170204	PIM1	False	0.862263001205567	1.0	True	K562	Gasperini et al., 2019	False	False	21997	0	615	620	0.077746145
8270	Gasperini2019	chr6	37205013	37206166	PIM1|chr6:37172789-37173942:.	-0.026170953060499	chr6	37170203	37170204	PIM1	False	0.783279821878245	1.0	True	K562	Gasperini et al., 2019	False	False	35963	0	719	729	0.053988434
8277	Gasperini2019	chr6	37210040	37210875	PIM1|chr6:37177816-37178651:.	0.0330979682504349	chr6	37170203	37170204	PIM1	False	0.924452623387285	1.0	True	K562	Gasperini et al., 2019	False	False	40672	0	759	766	0.06439464
8295	Gasperini2019	chr6	42197508	42198387	MRPS10|chr6:42165246-42166125:.	-0.130695791613672	chr6	42217864	42217865	MRPS10	True	2.23932690481657e-06	1.0	True	K562	Gasperini et al., 2019	True	True	20356	0	288	296	0.220302
8302	Gasperini2019	chr6	42199304	42199804	MRPS10|chr6:42167042-42167542:.	-0.122941574211182	chr6	42217864	42217865	MRPS10	True	1.73779173281764e-10	1.0	True	K562	Gasperini et al., 2019	True	True	18560	0	303	307	0.33546042
8374	Gasperini2019	chr6	44096652	44097152	MRPL14|chr6:44064389-44064889:.	-0.024616288935765	chr6	44127456	44127457	MRPL14	False	0.945268195397209	1.0	True	K562	Gasperini et al., 2019	False	True	30804	0	207	212	0.1369719
8386	Gasperini2019	chr6	49645920	49646771	RHAG|chr6:49613633-49614484:.	-0.326951954116904	chr6	49636838	49636839	RHAG	True	2.68151075728859e-103	1.0	True	K562	Gasperini et al., 2019	True	False	9933	0	518	526	0.9964026
8387	Gasperini2019	chr6	52286764	52287606	MCM3|chr6:52151562-52152404:.	-0.0243367410693005	chr6	52284880	52284881	MCM3	False	0.995288823490272	1.0	True	K562	Gasperini et al., 2019	False	False	2726	0	462	470	0.10635805
8403	Gasperini2019	chr6	116562532	116563112	RWDD1|chr6:116883695-116884275:.	-0.0735797183862378	chr6	116571367	116571368	RWDD1	False	0.577727476799437	1.0	True	K562	Gasperini et al., 2019	False	True	8835	0	378	384	0.22300243
8405	Gasperini2019	chr6	125306944	125307816	HDDC2|chr6:125628090-125628962:.	-0.258953581048541	chr6	125302077	125302078	HDDC2	True	1.56615605844428e-70	1.0	True	K562	Gasperini et al., 2019	True	False	5739	0	486	493	0.22273435
8417	Gasperini2019	chr6	132820472	132821201	RPS12|chr6:133141611-133142340:.	0.0610917052940456	chr6	132814441	132814442	RPS12	False	0.475616172137006	1.0	True	K562	Gasperini et al., 2019	False	False	6760	0	495	501	0.10296425
8424	Gasperini2019	chr6	140896855	140897763	RP3-460G2.2|chr6:141217992-141218900:.	-0.274527484045624	chr6	140852923	140852924	RP3-460G2.2	True	3.05098481909506e-56	0.8	True	K562	Gasperini et al., 2019	True	False	44840	0	791	799	0.0012729078
8425	Gasperini2019	chr6	140898018	140898722	RP3-460G2.2|chr6:141219155-141219859:.	-0.207999088787226	chr6	140852923	140852924	RP3-460G2.2	True	9.79497223769538e-52	1.0	True	K562	Gasperini et al., 2019	True	False	45799	0	800	806	0.0029632691
8443	Gasperini2019	chr6	150861445	150862225	MTHFD1L|chr6:151182581-151183361:.	0.0048124078787059	chr6	150865549	150865550	MTHFD1L	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	4104	0	415	423	0.14003563
8446	Gasperini2019	chr6	154513818	154514318	CNKSR3|chr6:154834952-154835452:.	-0.0860677409011185	chr6	154510658	154510659	CNKSR3	True	4.49896690980899e-17	0.75	True	K562	Gasperini et al., 2019	True	False	3660	0	472	477	0.023336023
8454	Gasperini2019	chr6	166959196	166959696	RNASET2|chr6:167372684-167373184:.	-0.0542439976243153	chr6	166957190	166957191	RNASET2	False	0.601620965829998	0.95	True	K562	Gasperini et al., 2019	False	False	2506	0	463	468	0.009238858
8459	Gasperini2019	chr7	1169791	1170291	ZFAND2A|chr7:1209427-1209927:.	-0.026531454834669	chr7	1160758	1160759	ZFAND2A	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	9533	0	518	523	0.008130779
8464	Gasperini2019	chr7	2399799	2400621	EIF3B|chr7:2439434-2440256:.	-0.0088249019628556	chr7	2354086	2354087	EIF3B	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	46535	0	805	812	0.013205099
8476	Gasperini2019	chr7	5525112	5527033	ACTB|chr7:5564743-5566664:.	-0.0356168811640665	chr7	5563783	5563784	ACTB	False	0.985839243923451	0.95	True	K562	Gasperini et al., 2019	False	True	38671	0	145	161	0.00090890937
8478	Gasperini2019	chr7	5574162	5575313	ACTB|chr7:5613793-5614944:.	-0.0345795013399475	chr7	5563783	5563784	ACTB	False	0.735210864233666	1.0	True	K562	Gasperini et al., 2019	False	False	11530	0	529	539	0.006679819
8482	Gasperini2019	chr7	5574162	5575313	FSCN1|chr7:5613793-5614944:.	-0.210408217032699	chr7	5592823	5592824	FSCN1	True	1.11160664988014e-37	1.0	True	K562	Gasperini et al., 2019	True	True	18661	0	302	312	0.43113074
8488	Gasperini2019	chr7	5609507	5610007	FSCN1|chr7:5649138-5649638:.	-0.0703036786297101	chr7	5592823	5592824	FSCN1	False	0.399532012604015	1.0	True	K562	Gasperini et al., 2019	False	False	17184	0	578	583	0.19880085
8494	Gasperini2019	chr7	6367562	6368335	RAC1|chr7:6407193-6407966:.	-0.0365483191231404	chr7	6374523	6374524	RAC1	False	0.837446784641837	0.9	True	K562	Gasperini et al., 2019	False	True	6961	0	393	400	0.156877
8506	Gasperini2019	chr7	7104842	7105517	C1GALT1|chr7:7144473-7145148:.	-0.0821310470426741	chr7	7156934	7156935	C1GALT1	True	0.0035972366559815	0.8	True	K562	Gasperini et al., 2019	True	True	52092	0	41	47	0.00015878247
8514	Gasperini2019	chr7	12715575	12716075	ARL4A|chr7:12755200-12755700:.	-0.0806430302046564	chr7	12686856	12686857	ARL4A	False	0.0872371627190022	1.0	True	K562	Gasperini et al., 2019	False	False	29219	0	672	677	0.5869023
8515	Gasperini2019	chr7	12722683	12723183	ARL4A|chr7:12762308-12762808:.	-0.329877305564015	chr7	12686856	12686857	ARL4A	True	1.76415836225313e-84	1.0	True	K562	Gasperini et al., 2019	True	False	36327	0	727	732	0.048201375
8521	Gasperini2019	chr7	22680403	22680994	AC073072.5|chr7:22720022-22720613:.	-0.006235770332285	chr7	22727619	22727620	AC073072.5	True	0.0233196690438036	0.0	True	K562	Gasperini et al., 2019	True	True	47216	0	79	84	0.006082454
8523	Gasperini2019	chr7	22680403	22680994	IL6|chr7:22720022-22720613:.	-0.0253572039709877	chr7	22725884	22725885	IL6	True	3.46100064610134e-09	0.3	True	K562	Gasperini et al., 2019	True	True	45481	0	92	98	0.0070120282
8526	Gasperini2019	chr7	22680403	22680994	STEAP1B|chr7:22720022-22720613:.	-0.0400581275819408	chr7	22632924	22632925	STEAP1B	True	0.0174315452999508	0.9	True	K562	Gasperini et al., 2019	True	False	48070	0	818	824	0.0015289391
8529	Gasperini2019	chr7	22681797	22682926	IL6|chr7:22721416-22722545:.	-0.0196177351047809	chr7	22725884	22725885	IL6	True	0.0164897084308853	0.1	True	K562	Gasperini et al., 2019	True	True	44087	0	103	113	0.003556174
8546	Gasperini2019	chr7	26233792	26234555	HNRNPA2B1|chr7:26273412-26274175:.	-0.0768522126296464	chr7	26201528	26201529	HNRNPA2B1	False	0.324497063487847	1.0	True	K562	Gasperini et al., 2019	False	False	33027	0	700	707	0.19422863
8549	Gasperini2019	chr7	29793437	29793937	WIPF3|chr7:29833053-29833553:.	-0.138413602866901	chr7	29806486	29806487	WIPF3	True	7.40413624173684e-16	0.5	True	K562	Gasperini et al., 2019	True	True	13049	0	346	350	1.3166662
8556	Gasperini2019	chr7	42888739	42889590	MRPL32|chr7:42928338-42929189:.	0.0058934398384784	chr7	42932200	42932201	MRPL32	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	43461	0	108	116	0.35337156
8557	Gasperini2019	chr7	42888739	42889590	PSMA2|chr7:42928338-42929189:.	-0.0184960191303704	chr7	42932222	42932223	PSMA2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	43483	0	108	115	0.33873454
8559	Gasperini2019	chr7	43735508	43736639	COA1|chr7:43775107-43776238:.	-0.0473234350550066	chr7	43729716	43729717	COA1	False	0.812659414610988	0.9	True	K562	Gasperini et al., 2019	False	False	6923	0	493	503	0.011291027
8562	Gasperini2019	chr7	43756575	43757509	BLVRA|chr7:43796174-43797108:.	-0.262021660662712	chr7	43758680	43758681	BLVRA	True	2.35176144546422e-62	1.0	True	K562	Gasperini et al., 2019	True	True	2105	0	431	439	0.5744014
8563	Gasperini2019	chr7	43756575	43757509	COA1|chr7:43796174-43797108:.	-0.100729091971062	chr7	43729716	43729717	COA1	True	3.71017512238187e-09	1.0	True	K562	Gasperini et al., 2019	True	False	27793	0	657	666	0.004647295
8584	Gasperini2019	chr7	44995065	44995565	CCM2|chr7:45034664-45035164:.	-0.0836917890775417	chr7	44999475	44999476	CCM2	True	0.000319570378428	0.95	True	K562	Gasperini et al., 2019	True	True	4410	0	413	418	0.02584658
8588	Gasperini2019	chr7	44995065	44995565	SNHG15|chr7:45034664-45035164:.	-0.0723564567706482	chr7	44986960	44986961	SNHG15	True	0.0377100614638804	1.0	True	K562	Gasperini et al., 2019	True	False	8605	0	511	516	0.0120471455
8592	Gasperini2019	chr7	64848967	64849927	ZNF273|chr7:64309345-64310305:.	-0.0579132687276869	chr7	64870172	64870173	ZNF273	False	0.343930714641866	1.0	True	K562	Gasperini et al., 2019	False	True	21205	0	282	290	9.1854374e-05
8602	Gasperini2019	chr7	74164928	74165577	EIF4H|chr7:73579258-73579907:.	-0.0246662689791214	chr7	74174245	74174246	EIF4H	False	0.945344741890812	1.0	True	K562	Gasperini et al., 2019	False	True	9317	0	375	381	0.070817344
8628	Gasperini2019	chr7	76291536	76292450	HSPB1|chr7:75920853-75921767:.	-0.0525981408565132	chr7	76302544	76302545	HSPB1	False	0.528131534757159	1.0	True	K562	Gasperini et al., 2019	False	True	11008	0	362	370	0.7744966
8633	Gasperini2019	chr7	76364052	76364552	YWHAG|chr7:75993369-75993869:.	-0.049844691156654	chr7	76359030	76359031	YWHAG	False	0.583299878206669	1.0	True	K562	Gasperini et al., 2019	False	False	5522	0	487	492	0.48667035
8637	Gasperini2019	chr7	76372829	76373665	YWHAG|chr7:76002146-76002982:.	-0.0497557914907161	chr7	76359030	76359031	YWHAG	False	0.715777294189982	0.9	True	K562	Gasperini et al., 2019	False	False	14635	0	555	563	0.10314067
8664	Gasperini2019	chr7	100444358	100445290	PPP1R35|chr7:100041981-100042913:.	-0.125872955804367	chr7	100436564	100436565	PPP1R35	True	0.0001535075807569	1.0	True	K562	Gasperini et al., 2019	True	False	8726	0	508	517	0.34834248
8671	Gasperini2019	chr7	100450352	100451131	TSC22D4|chr7:100047975-100048754:.	-0.0139668778047296	chr7	100479278	100479279	TSC22D4	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	28926	0	222	229	0.06251652
8701	Gasperini2019	chr7	103995900	103996555	RELN|chr7:103636347-103637002:.	-0.132072659329201	chr7	103989515	103989516	RELN	True	1.34972379373612e-22	0.35	True	K562	Gasperini et al., 2019	True	False	7040	0	497	504	0.9966669
8721	Gasperini2019	chr7	107007135	107008276	PRKAR2B|chr7:106647580-106648721:.	-0.170540286370833	chr7	107044649	107044650	PRKAR2B	True	4.2332096613877204e-21	1.0	True	K562	Gasperini et al., 2019	True	True	37514	0	154	164	0.67922986
8725	Gasperini2019	chr7	107010101	107011094	PRKAR2B|chr7:106650546-106651539:.	-0.122999002087577	chr7	107044649	107044650	PRKAR2B	True	4.38045294959543e-10	0.95	True	K562	Gasperini et al., 2019	True	True	34548	0	178	186	0.09070287
8730	Gasperini2019	chr7	116949933	116950433	ST7|chr7:116589987-116590487:.	-0.0353751139462791	chr7	116953238	116953239	ST7	True	0.040050509346488	0.9	True	K562	Gasperini et al., 2019	True	True	3305	0	422	427	0.2592907
8737	Gasperini2019	chr7	128828069	128828569	ATP6V1F|chr7:128468123-128468623:.	-0.0290981380764921	chr7	128862826	128862827	ATP6V1F	False	0.952687331889356	1.0	True	K562	Gasperini et al., 2019	False	True	34757	0	176	181	0.042436935
8740	Gasperini2019	chr7	134639833	134640333	BPGM|chr7:134324585-134325085:.	-0.082179652030566	chr7	134646808	134646809	BPGM	True	0.0071751643875544	0.7	True	K562	Gasperini et al., 2019	True	True	6975	0	393	398	0.6999109
8750	Gasperini2019	chr7	140488125	140488772	MKRN1|chr7:140187925-140188572:.	-0.0352212028343633	chr7	140479568	140479569	MKRN1	False	0.888707285062844	1.0	True	K562	Gasperini et al., 2019	False	False	9204	0	514	520	0.0745709
8754	Gasperini2019	chr7	142838379	142839241	EPHB6|chr7:142536151-142537013:.	-0.056137501592715	chr7	142855061	142855062	EPHB6	True	0.0320225875263342	0.2	True	K562	Gasperini et al., 2019	True	True	16682	0	317	325	0.424249
8756	Gasperini2019	chr7	142964196	142964902	KEL|chr7:142661283-142661989:.	-0.0422614278980299	chr7	142962680	142962681	KEL	True	0.0261150036994266	0.7	True	K562	Gasperini et al., 2019	True	False	2222	0	459	466	0.0059958003
8761	Gasperini2019	chr8	11879271	11880174	CTSB|chr8:11736780-11737683:.	-0.0725436028169439	chr8	11869447	11869448	CTSB	True	0.0167847665357355	0.8	True	K562	Gasperini et al., 2019	True	False	10727	0	524	532	0.0006569261
8762	Gasperini2019	chr8	18122637	18123137	ASAH1|chr8:17980146-17980646:.	-0.14576548960763	chr8	18084997	18084998	ASAH1	True	2.79667960516922e-12	1.0	True	K562	Gasperini et al., 2019	True	False	38140	0	742	746	0.050437506
8766	Gasperini2019	chr8	23508429	23509665	SLC25A37|chr8:23365942-23367178:.	-0.231842423544966	chr8	23528805	23528806	SLC25A37	True	1.61175193541457e-20	1.0	True	K562	Gasperini et al., 2019	True	True	20376	0	288	299	0.607907
8769	Gasperini2019	chr8	30911759	30912634	TEX15|chr8:30769275-30770150:.	-0.0710698367631651	chr8	30890605	30890606	TEX15	True	1.1785759811869502e-09	0.25	True	K562	Gasperini et al., 2019	True	False	22029	0	613	621	0.0017149926
8770	Gasperini2019	chr8	30912766	30913266	TEX15|chr8:30770282-30770782:.	-0.0578204066173796	chr8	30890605	30890606	TEX15	True	6.47552191959196e-07	0.15	True	K562	Gasperini et al., 2019	True	False	22661	0	621	626	0.0022032508
8773	Gasperini2019	chr8	38080963	38083035	EIF4EBP1|chr8:37938481-37940553:.	-0.0425146980088954	chr8	38030341	38030342	EIF4EBP1	False	0.807069069899253	1.0	True	K562	Gasperini et al., 2019	False	False	52694	0	843	860	0.076580554
8778	Gasperini2019	chr8	38090386	38090886	ASH2L|chr8:37947904-37948404:.	-0.0602010920299878	chr8	38105242	38105243	ASH2L	True	0.0368227712710288	0.95	True	K562	Gasperini et al., 2019	True	True	14856	0	331	336	0.18599622
8790	Gasperini2019	chr8	54105781	54106803	MRPL15|chr8:55018341-55019363:.	-0.0140177181351354	chr8	54135210	54135211	MRPL15	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	True	29429	0	218	227	0.09595272
8792	Gasperini2019	chr8	55847774	55848651	LYN|chr8:56760333-56761210:.	-0.0638937156726623	chr8	55879813	55879814	LYN	True	9.55704331051145e-05	1.0	True	K562	Gasperini et al., 2019	True	True	32039	0	197	205	0.48221925
8795	Gasperini2019	chr8	55851611	55852111	LYN|chr8:56764170-56764670:.	-0.085665546732339	chr8	55879813	55879814	LYN	True	4.41451754953242e-05	0.95	True	K562	Gasperini et al., 2019	True	True	28202	0	227	232	0.092130125
8798	Gasperini2019	chr8	55853158	55854232	LYN|chr8:56765717-56766791:.	-0.0848980172169051	chr8	55879813	55879814	LYN	True	1.57530552604083e-07	0.95	True	K562	Gasperini et al., 2019	True	True	26655	0	239	249	0.10757698
8802	Gasperini2019	chr8	60284882	60285382	CA8|chr8:61197441-61197941:.	-0.140257624882205	chr8	60281411	60281412	CA8	True	1.52735013321049e-06	0.65	True	K562	Gasperini et al., 2019	True	False	3971	0	475	480	0.43332952
8803	Gasperini2019	chr8	60330001	60331008	CA8|chr8:61242560-61243567:.	-0.107428566135011	chr8	60281411	60281412	CA8	True	1.20885802783306e-05	0.95	True	K562	Gasperini et al., 2019	True	False	49597	0	827	836	0.5112476
8805	Gasperini2019	chr8	90197307	90197807	LINC00534|chr8:91209535-91210035:.	-0.0193677250751442	chr8	90221488	90221489	LINC00534	True	0.0056242541604418	0.05	True	K562	Gasperini et al., 2019	True	True	24181	0	259	263	0.15037768
8815	Gasperini2019	chr8	100763825	100764325	PABPC1|chr8:101776053-101776553:.	1.36316637109335e-05	chr8	100722808	100722809	PABPC1	False	0.765005931577268	1.0	True	K562	Gasperini et al., 2019	False	False	41517	0	768	773	0.0049457876
8851	Gasperini2019	chr8	123157062	123158208	FAM83A|chr8:124169302-124170448:.	0.0513427708392877	chr8	123178960	123178961	FAM83A	False	0.874020432248927	0.95	True	K562	Gasperini et al., 2019	False	True	21898	0	276	286	0.13842925
8853	Gasperini2019	chr8	123166206	123166706	FAM83A|chr8:124178446-124178946:.	-0.164446531963694	chr8	123178960	123178961	FAM83A	True	7.14278204591176e-07	0.9	True	K562	Gasperini et al., 2019	True	True	12754	0	348	353	0.107820794
8860	Gasperini2019	chr8	129689337	129689837	CCDC26|chr8:130701583-130702083:.	-0.0685845584705713	chr8	129680238	129680239	CCDC26	True	0.0113708369490246	0.65	True	K562	Gasperini et al., 2019	True	False	9599	0	519	523	0.8824573
8861	Gasperini2019	chr8	130041890	130043224	FAM49B|chr8:131054136-131055470:.	-0.024749783213697	chr8	130017128	130017129	FAM49B	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	False	26096	0	641	652	0.0010181352
8863	Gasperini2019	chr8	140465586	140466086	CHRAC1|chr8:141475685-141476185:.	-0.0342674701035161	chr8	140511298	140511299	CHRAC1	False	0.976611684068559	0.9	True	K562	Gasperini et al., 2019	False	True	45712	0	90	95	0.19052483
8867	Gasperini2019	chr8	142961124	142961993	LY6E|chr8:144042541-144043410:.	-0.124807035310369	chr8	143017982	143017983	LY6E	True	0.007675990344134	0.9	True	K562	Gasperini et al., 2019	True	True	56858	0	3	11	0.00063268014
8869	Gasperini2019	chr8	144074177	144074677	CYC1|chr8:145129080-145129580:.	-0.0501603043792183	chr8	144095027	144095028	CYC1	False	0.892995930150998	0.95	True	K562	Gasperini et al., 2019	False	True	20850	0	285	290	0.14074153
8870	Gasperini2019	chr8	144074177	144074677	EXOSC4|chr8:145129080-145129580:.	-0.113542109938027	chr8	144078626	144078627	EXOSC4	True	0.0409749629453934	0.85	True	K562	Gasperini et al., 2019	True	True	4449	0	413	418	0.3408786
8883	Gasperini2019	chr9	69020296	69021186	FXN|chr9:71635212-71636102:.	-0.0955675522954219	chr9	69035259	69035260	FXN	True	0.0362573134455356	0.85	True	K562	Gasperini et al., 2019	True	True	14963	0	331	339	0.00015591117
8885	Gasperini2019	chr9	73143858	73144497	ANXA1|chr9:75758774-75759413:.	-0.305308891077837	chr9	73151757	73151758	ANXA1	True	4.30830396664741e-15	0.95	True	K562	Gasperini et al., 2019	True	True	7899	0	386	392	0.6939798
8886	Gasperini2019	chr9	73148376	73149938	ANXA1|chr9:75763292-75764854:.	-0.416600422048588	chr9	73151757	73151758	ANXA1	True	5.72399632426281e-54	0.8	True	K562	Gasperini et al., 2019	True	True	3381	0	421	434	0.36894757
8891	Gasperini2019	chr9	97960769	97961269	ANP32B|chr9:100723051-100723551:.	-0.213971635422309	chr9	97983361	97983362	ANP32B	True	2.39330927754975e-11	0.95	True	K562	Gasperini et al., 2019	True	True	22592	0	271	276	0.19813068
8892	Gasperini2019	chr9	97960769	97961269	HEMGN|chr9:100723051-100723551:.	-0.22320622631327	chr9	97944855	97944856	HEMGN	True	5.901012545026439e-11	0.8	True	K562	Gasperini et al., 2019	True	False	16414	0	572	577	0.0023559202
8894	Gasperini2019	chr9	97966421	97966921	ANP32B|chr9:100728703-100729203:.	0.0323900286718011	chr9	97983361	97983362	ANP32B	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	16940	0	315	320	0.055384975
8895	Gasperini2019	chr9	97980427	97981367	ANP32B|chr9:100742709-100743649:.	-0.0222750896694979	chr9	97983361	97983362	ANP32B	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	2934	0	425	433	0.278113
8907	Gasperini2019	chr9	99075179	99075797	TGFBR1|chr9:101837461-101838079:.	-0.0461377242799497	chr9	99104038	99104039	TGFBR1	True	0.0048698404301777	0.35	True	K562	Gasperini et al., 2019	True	True	28859	0	222	228	0.004903964
8909	Gasperini2019	chr9	110257874	110258374	TXN|chr9:113020154-113020654:.	-0.096987480119175	chr9	110256639	110256640	TXN	False	0.212604690602088	1.0	True	K562	Gasperini et al., 2019	False	False	1735	0	457	462	0.47497836
8911	Gasperini2019	chr9	114538219	114538719	ATP6V1G1|chr9:117300499-117300999:.	0.0262339626163757	chr9	114587746	114587747	ATP6V1G1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	49527	0	61	65	0.027218556
8912	Gasperini2019	chr9	114551863	114552363	ATP6V1G1|chr9:117314143-117314643:.	-0.0317703512589411	chr9	114587746	114587747	ATP6V1G1	False	0.99745994814213	1.0	True	K562	Gasperini et al., 2019	False	True	35883	0	167	172	0.092203066
8913	Gasperini2019	chr9	120896697	120897631	PHF19|chr9:123658975-123659909:.	-0.21762782354017	chr9	120894895	120894896	PHF19	True	1.82634941590044e-11	0.95	True	K562	Gasperini et al., 2019	True	False	2736	0	462	470	0.00028089777
